Recording_ID,Genus,Specific_epithet,English_name,Vocalization_type
367367,Phylloscopus,collybita,Common Chiffchaff,"male, song"
176482,Phylloscopus,collybita,Common Chiffchaff,"female, male, song"
128972,Phylloscopus,collybita,Common Chiffchaff,"male, song"
378754,Phylloscopus,collybita,Common Chiffchaff,"male, song"
313421,Phylloscopus,collybita,Common Chiffchaff,"male, song"
244263,Phylloscopus,collybita,Common Chiffchaff,"male, song"
532225,Phylloscopus,collybita,Common Chiffchaff,"male, song"
171141,Phylloscopus,collybita,Common Chiffchaff,"male, song"
465128,Phylloscopus,collybita,Common Chiffchaff,"male, song"
182235,Phylloscopus,collybita,Common Chiffchaff,"male, song"
121970,Phylloscopus,collybita,Common Chiffchaff,"male, song"
135177,Phylloscopus,collybita,Common Chiffchaff,"male, song"
181531,Phylloscopus,collybita,Common Chiffchaff,"call, male, song"
199186,Phylloscopus,collybita,Common Chiffchaff,"male, song"
174678,Phylloscopus,collybita,Common Chiffchaff,"male, song"
314239,Phylloscopus,collybita,Common Chiffchaff,"male, song"
367366,Phylloscopus,collybita,Common Chiffchaff,"male, song"
519700,Phylloscopus,collybita,Common Chiffchaff,"aberrant, adult, male, mixed song, song"
153834,Phylloscopus,collybita,Common Chiffchaff,"male, song"
142737,Phylloscopus,collybita,Common Chiffchaff,"male, song"
186015,Phylloscopus,collybita,Common Chiffchaff,"male, song"
244644,Phylloscopus,collybita,Common Chiffchaff,"male, song"
296269,Carduelis,carduelis,European Goldfinch,"call, female, male, song, splash"
196321,Carduelis,carduelis,European Goldfinch,"male, song"
180744,Carduelis,carduelis,European Goldfinch,"call, male, song"
169006,Carduelis,carduelis,European Goldfinch,"call, male, song"
263552,Carduelis,carduelis,European Goldfinch,"call, flight call, male, song"
282162,Carduelis,carduelis,European Goldfinch,"male, song"
189181,Carduelis,carduelis,European Goldfinch,"male, song"
357700,Carduelis,carduelis,European Goldfinch,"male, song"
263694,Carduelis,carduelis,European Goldfinch,"flight call, male, song"
298328,Carduelis,carduelis,European Goldfinch,"call, flight call, male, song"
473631,Carduelis,carduelis,European Goldfinch,"male, song"
301748,Carduelis,carduelis,European Goldfinch,"call, male, song"
188721,Carduelis,carduelis,European Goldfinch,"call, male, song"
205828,Carduelis,carduelis,European Goldfinch,"male, song"
412880,Carduelis,carduelis,European Goldfinch,"male, song"
193038,Carduelis,carduelis,European Goldfinch,"call, male, song"
170284,Carduelis,carduelis,European Goldfinch,"call, flight call, male, song"
377181,Carduelis,carduelis,European Goldfinch,"call, male, song"
276721,Carduelis,carduelis,European Goldfinch,"male, song"
298519,Carduelis,carduelis,European Goldfinch,"aggressive calls, call, female, flight call, male, subsong"
358120,Carduelis,carduelis,European Goldfinch,"male, song"
319540,Carduelis,carduelis,European Goldfinch,"call, female, flight call, male, song"
296273,Carduelis,carduelis,European Goldfinch,"call, female, male, song, splash"
358114,Carduelis,carduelis,European Goldfinch,"male, song"
325365,Carduelis,carduelis,European Goldfinch,"male, song"
484656,Carduelis,carduelis,European Goldfinch,"call, male, song"
189739,Carduelis,carduelis,European Goldfinch,"call, male, song"
298510,Carduelis,carduelis,European Goldfinch,"aggressive call, call, female, flight call, male, subsong"
244629,Carduelis,carduelis,European Goldfinch,"male, song"
312181,Carduelis,carduelis,European Goldfinch,"call, male, song"
319543,Carduelis,carduelis,European Goldfinch,"call, female, flight call, male, song"
139524,Carduelis,carduelis,European Goldfinch,"male, song"
264202,Carduelis,carduelis,European Goldfinch,"male, song"
408210,Carduelis,carduelis,European Goldfinch,"male, song"
358116,Carduelis,carduelis,European Goldfinch,"male, song"
296268,Carduelis,carduelis,European Goldfinch,"call, female, male, song, splash"
298513,Carduelis,carduelis,European Goldfinch,"aggressive calls, call, female, flight call, male, subsong"
189183,Carduelis,carduelis,European Goldfinch,"call, male, song"
367060,Carduelis,carduelis,European Goldfinch,"male, song"
151205,Carduelis,carduelis,European Goldfinch,"male, song, song typical  at the autumn"
279025,Carduelis,carduelis,European Goldfinch,"male, song"
155132,Carduelis,carduelis,European Goldfinch,"male, song"
144943,Carduelis,carduelis,European Goldfinch,"male, song"
316662,Erithacus,rubecula,European Robin,"male, song"
155712,Erithacus,rubecula,European Robin,"male, song"
134097,Erithacus,rubecula,European Robin,"male, song"
210423,Erithacus,rubecula,European Robin,"male, song"
283581,Erithacus,rubecula,European Robin,"male, song"
141926,Erithacus,rubecula,European Robin,"alarm call, male, song"
477536,Erithacus,rubecula,European Robin,"male, song"
212968,Erithacus,rubecula,European Robin,"male, song"
390242,Erithacus,rubecula,European Robin,"male, song"
533319,Erithacus,rubecula,European Robin,"adult, male, song"
523111,Erithacus,rubecula,European Robin,"adult, male, song"
141921,Erithacus,rubecula,European Robin,"alarm call, male, song"
167996,Erithacus,rubecula,European Robin,"male, song"
532219,Erithacus,rubecula,European Robin,"male, song"
155210,Erithacus,rubecula,European Robin,"male, song"
148582,Erithacus,rubecula,European Robin,"male, song"
234111,Erithacus,rubecula,European Robin,"male, song"
246771,Erithacus,rubecula,European Robin,"male, song"
448670,Erithacus,rubecula,European Robin,"male, song"
510542,Erithacus,rubecula,European Robin,"adult, male, song"
533209,Erithacus,rubecula,European Robin,"adult, male, song"
377830,Erithacus,rubecula,European Robin,"male, song"
507515,Erithacus,rubecula,European Robin,"male, song"
472257,Erithacus,rubecula,European Robin,"male, song"
514130,Erithacus,rubecula,European Robin,"male, song"
175195,Erithacus,rubecula,European Robin,"male, song"
441010,Erithacus,rubecula,European Robin,"call, male, song"
210422,Erithacus,rubecula,European Robin,"male, song"
533196,Erithacus,rubecula,European Robin,"adult, male, song"
142156,Erithacus,rubecula,European Robin,"male, song"
401943,Erithacus,rubecula,European Robin,"male, song"
212969,Erithacus,rubecula,European Robin,"male, song"
310156,Erithacus,rubecula,European Robin,"male, song"
507922,Erithacus,rubecula,European Robin,"adult, autumn song, male, song"
311893,Erithacus,rubecula,European Robin,"alarm call, male, song"
441014,Erithacus,rubecula,European Robin,"call, male, song"
149400,Erithacus,rubecula,European Robin,"male, song"
173291,Erithacus,rubecula,European Robin,"male, song"
413415,Erithacus,rubecula,European Robin,"male, song"
131709,Erithacus,rubecula,European Robin,"male, song"
420351,Erithacus,rubecula,European Robin,"male, song"
408133,Erithacus,rubecula,European Robin,"male, song"
528253,Erithacus,rubecula,European Robin,"male, song"
312545,Chloris,chloris,European Greenfinch,"call, male, song"
168858,Chloris,chloris,European Greenfinch,"male, song"
262800,Chloris,chloris,European Greenfinch,"alarm call, male, song"
278840,Chloris,chloris,European Greenfinch,"male, song"
460976,Chloris,chloris,European Greenfinch,"male, song"
264101,Chloris,chloris,European Greenfinch,"male, song"
361575,Chloris,chloris,European Greenfinch,"call, male, song"
511612,Chloris,chloris,European Greenfinch,"call, male, song"
168310,Chloris,chloris,European Greenfinch,"male, song"
171078,Chloris,chloris,European Greenfinch,"call, female, male, song"
508679,Chloris,chloris,European Greenfinch,"male, song"
197682,Chloris,chloris,European Greenfinch,"male, song"
182201,Chloris,chloris,European Greenfinch,"male, song"
414531,Chloris,chloris,European Greenfinch,"male, song"
270089,Chloris,chloris,European Greenfinch,"call-song, male"
123546,Chloris,chloris,European Greenfinch,"female, male, song"
482886,Chloris,chloris,European Greenfinch,"male, song"
278835,Chloris,chloris,European Greenfinch,"male, song"
327900,Chloris,chloris,European Greenfinch,"male, song"
460981,Chloris,chloris,European Greenfinch,"male, song"
460974,Chloris,chloris,European Greenfinch,"male, song"
528748,Chloris,chloris,European Greenfinch,"adult, male, song"
255106,Chloris,chloris,European Greenfinch,"male, song"
433761,Chloris,chloris,European Greenfinch,"male, song"
266932,Chloris,chloris,European Greenfinch,"male, song"
234412,Chloris,chloris,European Greenfinch,"male, song"
278838,Chloris,chloris,European Greenfinch,"male, song"
414544,Chloris,chloris,European Greenfinch,"male, song"
414535,Chloris,chloris,European Greenfinch,"male, song"
460983,Chloris,chloris,European Greenfinch,"male, song"
282737,Chloris,chloris,European Greenfinch,"male, song"
462319,Chloris,chloris,European Greenfinch,"male, song"
187828,Chloris,chloris,European Greenfinch,"call, male, song"
409172,Chloris,chloris,European Greenfinch,"male, song"
414546,Chloris,chloris,European Greenfinch,"male, song"
327252,Chloris,chloris,European Greenfinch,"male, song"
419766,Chloris,chloris,European Greenfinch,"male, song"
414545,Chloris,chloris,European Greenfinch,"male, song"
169003,Chloris,chloris,European Greenfinch,"male, song"
414533,Chloris,chloris,European Greenfinch,"male, song"
268855,Chloris,chloris,European Greenfinch,"male, song"
460975,Chloris,chloris,European Greenfinch,"male, song"
207233,Chloris,chloris,European Greenfinch,"male, song"
198550,Sylvia,borin,Garden Warbler,"male, song"
169345,Sylvia,borin,Garden Warbler,"male, song"
193197,Sylvia,borin,Garden Warbler,"male, song"
178904,Sylvia,borin,Garden Warbler,"male, song"
179903,Sylvia,borin,Garden Warbler,"male, song"
198555,Sylvia,borin,Garden Warbler,"male, song"
474449,Sylvia,borin,Garden Warbler,"male, song"
248045,Sylvia,borin,Garden Warbler,"male, song"
164427,Sylvia,borin,Garden Warbler,"male, song"
412696,Sylvia,borin,Garden Warbler,"male, song"
150609,Sylvia,borin,Garden Warbler,"male, subsong"
169346,Sylvia,borin,Garden Warbler,"male, song"
412694,Sylvia,borin,Garden Warbler,"male, song"
193033,Sylvia,borin,Garden Warbler,"male, song"
198645,Sylvia,borin,Garden Warbler,"male, song"
362346,Sylvia,borin,Garden Warbler,"male, song"
370856,Sylvia,borin,Garden Warbler,"male, song"
198553,Sylvia,borin,Garden Warbler,"male, song"
182633,Sylvia,borin,Garden Warbler,"male, song"
169480,Sylvia,borin,Garden Warbler,"male, song"
481103,Sylvia,borin,Garden Warbler,"male, song"
193094,Sylvia,borin,Garden Warbler,"male, song"
198583,Sylvia,borin,Garden Warbler,"male, song"
198552,Sylvia,borin,Garden Warbler,"male, song"
317842,Sylvia,borin,Garden Warbler,"male, song"
371839,Sylvia,borin,Garden Warbler,"male, song"
132972,Sylvia,borin,Garden Warbler,"male, song"
483869,Sylvia,borin,Garden Warbler,"begging call, call, juvenile, male, song"
196247,Sylvia,borin,Garden Warbler,"male, song"
198585,Sylvia,borin,Garden Warbler,"male, song"
412692,Sylvia,borin,Garden Warbler,"male, song"
142700,Sylvia,borin,Garden Warbler,"male, song"
198599,Sylvia,borin,Garden Warbler,"male, song"
146259,Sylvia,borin,Garden Warbler,"male, song"
143121,Sylvia,borin,Garden Warbler,"male, song"
134093,Sylvia,borin,Garden Warbler,"male, song"
132971,Sylvia,borin,Garden Warbler,"male, song"
199327,Sylvia,borin,Garden Warbler,"male, song"
198644,Sylvia,borin,Garden Warbler,"male, song"
146260,Sylvia,borin,Garden Warbler,"male, song"
207952,Sylvia,borin,Garden Warbler,"male, song"
252201,Sylvia,borin,Garden Warbler,"male, song"
424573,Sylvia,borin,Garden Warbler,"male, song"
267175,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
178789,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
215604,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
363793,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
178792,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
267181,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
485376,Acrocephalus,arundinaceus,Great Reed Warbler,"begging call, juvenile, male, song"
317834,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
178791,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
476958,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
178959,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
178793,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
136005,Acrocephalus,arundinaceus,Great Reed Warbler,"call, male, song"
270357,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
422018,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
411660,Acrocephalus,arundinaceus,Great Reed Warbler,"call, male, song"
267178,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
417152,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
316403,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
535692,Acrocephalus,arundinaceus,Great Reed Warbler,"adult, male, song"
215950,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
270234,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
267179,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
321516,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
448264,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
181961,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
178869,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
417156,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
422019,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
269372,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
267177,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
476959,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
269607,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
131536,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
240480,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
278476,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
271723,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
178787,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
233487,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
181959,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
319066,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
306190,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
289559,Acrocephalus,arundinaceus,Great Reed Warbler,"male, song"
180592,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
134919,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
421650,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
194051,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
507769,Acrocephalus,dumetorum,Blyth's Reed Warbler,"adult, male, song"
36646,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
104091,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
506494,Acrocephalus,dumetorum,Blyth's Reed Warbler,"adult, male, song"
134920,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
134720,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
183626,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
250297,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
477196,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
141038,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
424008,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
419412,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
508602,Acrocephalus,dumetorum,Blyth's Reed Warbler,"adult, male, song"
194050,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
140598,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
181093,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
253989,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
422010,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
419063,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
184501,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
420786,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
425482,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
477197,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
234437,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
199697,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
507689,Acrocephalus,dumetorum,Blyth's Reed Warbler,"adult, male, song"
383094,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
181772,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
373684,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
297377,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
134921,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
104061,Acrocephalus,dumetorum,Blyth's Reed Warbler,Song of male (B)
253996,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
252310,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
247643,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
141039,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
401937,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
181527,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
183647,Acrocephalus,dumetorum,Blyth's Reed Warbler,"male, song"
179247,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
143880,Oriolus,oriolus,Eurasian Golden Oriole,"call, male, song"
139566,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
189106,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
473931,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
288897,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
116896,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
418642,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
178867,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
56783,Oriolus,oriolus,Eurasian Golden Oriole,male song and female calls
329704,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
274760,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
328396,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
288916,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
294072,Oriolus,oriolus,Eurasian Golden Oriole,"male, silent-song, song"
132591,Oriolus,oriolus,Eurasian Golden Oriole,"call, flight call, male, song"
480954,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
143883,Oriolus,oriolus,Eurasian Golden Oriole,"call, male, song"
288902,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
289001,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
477401,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
182808,Oriolus,oriolus,Eurasian Golden Oriole,"beak clapping, call, female, male, song"
491016,Oriolus,oriolus,Eurasian Golden Oriole,"begging call, call, juvenile, male, song"
379179,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
288866,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
328391,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
328397,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
242028,Oriolus,oriolus,Eurasian Golden Oriole,"alarm call, male, song"
200481,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
422115,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
483905,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
319225,Oriolus,oriolus,Eurasian Golden Oriole,"adult, call, male, song"
477715,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
241088,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
288900,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
84823,Oriolus,oriolus,Eurasian Golden Oriole,song adult male
477712,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
431993,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
298307,Oriolus,oriolus,Eurasian Golden Oriole,"alarm call, call, female, male, song"
288997,Oriolus,oriolus,Eurasian Golden Oriole,"call, female, male, song"
488491,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
288896,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
378838,Oriolus,oriolus,Eurasian Golden Oriole,"male, song"
200649,Troglodytes,troglodytes,Eurasian Wren,"male, song"
179003,Troglodytes,troglodytes,Eurasian Wren,"male, song"
314423,Troglodytes,troglodytes,Eurasian Wren,"male, song"
205839,Troglodytes,troglodytes,Eurasian Wren,"male, song"
528256,Troglodytes,troglodytes,Eurasian Wren,"male, song"
319702,Troglodytes,troglodytes,Eurasian Wren,"male, song"
170188,Troglodytes,troglodytes,Eurasian Wren,"male, song"
522083,Troglodytes,troglodytes,Eurasian Wren,"male, song"
180990,Troglodytes,troglodytes,Eurasian Wren,"male, song"
168375,Troglodytes,troglodytes,Eurasian Wren,"male, song"
463329,Troglodytes,troglodytes,Eurasian Wren,"male, song"
278192,Troglodytes,troglodytes,Eurasian Wren,"male, song"
475264,Troglodytes,troglodytes,Eurasian Wren,"male, song"
365935,Troglodytes,troglodytes,Eurasian Wren,"male, song"
366123,Troglodytes,troglodytes,Eurasian Wren,"male, song"
254989,Troglodytes,troglodytes,Eurasian Wren,"male, song"
528735,Troglodytes,troglodytes,Eurasian Wren,"adult, male, song"
179429,Troglodytes,troglodytes,Eurasian Wren,"male, song"
362444,Troglodytes,troglodytes,Eurasian Wren,"male, song"
414916,Troglodytes,troglodytes,Eurasian Wren,"male, song"
182054,Troglodytes,troglodytes,Eurasian Wren,"male, song"
321312,Troglodytes,troglodytes,Eurasian Wren,"male, song"
237191,Troglodytes,troglodytes,Eurasian Wren,"male, song"
113586,Troglodytes,troglodytes,Eurasian Wren,"female, song"
315352,Troglodytes,troglodytes,Eurasian Wren,"male, song"
415260,Troglodytes,troglodytes,Eurasian Wren,"male, song"
480504,Troglodytes,troglodytes,Eurasian Wren,"male, song"
243909,Troglodytes,troglodytes,Eurasian Wren,"male, song"
209580,Troglodytes,troglodytes,Eurasian Wren,"male, song"
528243,Troglodytes,troglodytes,Eurasian Wren,"male, song"
205959,Troglodytes,troglodytes,Eurasian Wren,"male, song"
452312,Troglodytes,troglodytes,Eurasian Wren,"male, song"
199766,Troglodytes,troglodytes,Eurasian Wren,"male, song"
212312,Troglodytes,troglodytes,Eurasian Wren,"male, song"
361386,Troglodytes,troglodytes,Eurasian Wren,"male, song"
170187,Troglodytes,troglodytes,Eurasian Wren,"male, song"
186260,Troglodytes,troglodytes,Eurasian Wren,"male, song"
171703,Troglodytes,troglodytes,Eurasian Wren,"male, song"
414918,Troglodytes,troglodytes,Eurasian Wren,"male, song"
405660,Troglodytes,troglodytes,Eurasian Wren,"male, song"
206775,Troglodytes,troglodytes,Eurasian Wren,"male, song"
315949,Troglodytes,troglodytes,Eurasian Wren,"male, song"
484985,Troglodytes,troglodytes,Eurasian Wren,"male, song"
239710,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
130672,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
366024,Bubo,bubo,Eurasian Eagle-Owl,"female, song"
344565,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
522407,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
346535,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
125357,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
521237,Bubo,bubo,Eurasian Eagle-Owl,"adult, male, song"
113954,Bubo,bubo,Eurasian Eagle-Owl,"call, female, male, song"
166686,Bubo,bubo,Eurasian Eagle-Owl,"call, male, song"
409975,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
345652,Bubo,bubo,Eurasian Eagle-Owl,"call, female, male, song"
517582,Bubo,bubo,Eurasian Eagle-Owl,"call, female, male, song"
358292,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
406741,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
348865,Bubo,bubo,Eurasian Eagle-Owl,"female, song"
534612,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
344570,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
162795,Bubo,bubo,Eurasian Eagle-Owl,"alarm call, female, song"
345650,Bubo,bubo,Eurasian Eagle-Owl,"call, female, male, song"
356182,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
383829,Bubo,bubo,Eurasian Eagle-Owl,"Duet, female, male, song"
517577,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
366026,Bubo,bubo,Eurasian Eagle-Owl,"female, song"
297798,Bubo,bubo,Eurasian Eagle-Owl,"call, female, male, song"
459974,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
461798,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
517584,Bubo,bubo,Eurasian Eagle-Owl,"call, male, song"
207070,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
345648,Bubo,bubo,Eurasian Eagle-Owl,"call, female, male, song"
522351,Bubo,bubo,Eurasian Eagle-Owl,"female, hatchling or nestling, male, song"
167701,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
400925,Bubo,bubo,Eurasian Eagle-Owl,"call, female, male, song"
520040,Bubo,bubo,Eurasian Eagle-Owl,"adult, male, song"
345653,Bubo,bubo,Eurasian Eagle-Owl,"call, female, male, song"
360590,Bubo,bubo,Eurasian Eagle-Owl,"Mating, female, male, song"
125799,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
519881,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
506563,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
409973,Bubo,bubo,Eurasian Eagle-Owl,"male, song"
399487,Bubo,bubo,Eurasian Eagle-Owl,"call, female, song"
186644,Bubo,bubo,Eurasian Eagle-Owl,"female, song"
459969,Bubo,bubo,Eurasian Eagle-Owl,"female, male, song"
193326,Ficedula,parva,Red-breasted Flycatcher,"autumn, male, song"
135524,Ficedula,parva,Red-breasted Flycatcher,"male, song"
375923,Ficedula,parva,Red-breasted Flycatcher,"male, song"
246321,Ficedula,parva,Red-breasted Flycatcher,"male, song"
519940,Ficedula,parva,Red-breasted Flycatcher,"adult, male, song"
135523,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
134548,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
480544,Ficedula,parva,Red-breasted Flycatcher,"male, song"
133112,Ficedula,parva,Red-breasted Flycatcher,"male, song"
179550,Ficedula,parva,Red-breasted Flycatcher,"song, subadult male"
199132,Ficedula,parva,Red-breasted Flycatcher,"male, song"
415303,Ficedula,parva,Red-breasted Flycatcher,"male, song"
449117,Ficedula,parva,Red-breasted Flycatcher,"male, song"
178229,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
415318,Ficedula,parva,Red-breasted Flycatcher,"male, song"
370013,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
505995,Ficedula,parva,Red-breasted Flycatcher,"aberrant, juvenile, male, song"
361874,Ficedula,parva,Red-breasted Flycatcher,"male, song"
135618,Ficedula,parva,Red-breasted Flycatcher,"male, song"
390101,Ficedula,parva,Red-breasted Flycatcher,"male, song"
178228,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
180308,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
316277,Ficedula,parva,Red-breasted Flycatcher,"adult male, call, song"
401727,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
318737,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
237301,Ficedula,parva,Red-breasted Flycatcher,"male, song"
416244,Ficedula,parva,Red-breasted Flycatcher,"male, song"
449119,Ficedula,parva,Red-breasted Flycatcher,"male, song"
181152,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
372770,Ficedula,parva,Red-breasted Flycatcher,"male, song"
480546,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
316280,Ficedula,parva,Red-breasted Flycatcher,"adult male, song"
194065,Ficedula,parva,Red-breasted Flycatcher,"male, song"
316279,Ficedula,parva,Red-breasted Flycatcher,"adult male, song"
415317,Ficedula,parva,Red-breasted Flycatcher,"male, song"
178851,Ficedula,parva,Red-breasted Flycatcher,"call, male, song"
